,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
69,frozenset({'race_AfricanAmerican'}),frozenset({'readmitted_No'}),0.2063,0.6035,0.1341,0.6500242365487154,1.0770906985065707,0.00959794999999998,1.1329355955678668
247,frozenset({'race_Caucasian'}),frozenset({'readmitted_No'}),0.7359,0.6035,0.4295,0.5836390813969289,0.9670904414199318,-0.014615650000000036,0.9522987924281983
389,frozenset({'gender_Female'}),frozenset({'readmitted_No'}),0.5398,0.6035,0.3227,0.5978140051871064,0.9905783018841862,-0.003069299999999997,0.9858622754491018
517,frozenset({'gender_Male'}),frozenset({'readmitted_No'}),0.4602,0.6035,0.2808,0.6101694915254238,1.0110513529833036,0.003069299999999997,1.017108695652174
537,frozenset({'age_[30-40)'}),frozenset({'readmitted_No'}),0.0417,0.6035,0.0295,0.7074340527577937,1.17221881152907,0.0043340499999999955,1.3552499999999996
565,frozenset({'age_[40-50)'}),frozenset({'readmitted_No'}),0.0978,0.6035,0.0633,0.6472392638036809,1.0724759963606973,0.004277699999999995,1.1239913043478258
615,frozenset({'age_[50-60)'}),frozenset({'readmitted_No'}),0.1722,0.6035,0.1082,0.6283391405342625,1.0411584764445112,0.004277299999999998,1.0668328125000002
679,frozenset({'age_[60-70)'}),frozenset({'readmitted_No'}),0.2187,0.6035,0.1301,0.5948788294467307,0.9857147132505892,-0.0018854500000000107,0.9787195259593677
749,frozenset({'age_[70-80)'}),frozenset({'readmitted_No'}),0.2595,0.6035,0.1478,0.5695568400770712,0.9437561558857849,-0.008808250000000017,0.9211436884512083
791,frozenset({'age_[80-90)'}),frozenset({'readmitted_No'}),0.1577,0.6035,0.0878,0.5567533291058973,0.9225407275988355,-0.007371950000000002,0.894535765379113
851,frozenset({'admission_type_id_Elective'}),frozenset({'readmitted_No'}),0.1786,0.6035,0.1129,0.6321388577827547,1.04745461107333,0.005114899999999992,1.0778523592085234
993,frozenset({'admission_type_id_Emergency'}),frozenset({'readmitted_No'}),0.6279,0.6035,0.3713,0.5913362000318523,0.9798445733750658,-0.007637649999999996,0.9702351909586906
1043,frozenset({'admission_type_id_Urgent'}),frozenset({'readmitted_No'}),0.1935,0.6035,0.1193,0.6165374677002584,1.0216030947808754,0.0025227499999999903,1.0339993261455525
1184,frozenset({'discharge_disposition_id_Discharged to home'}),frozenset({'readmitted_No'}),0.666,0.6035,0.4117,0.6181681681681681,1.0243051668072378,0.009768999999999972,1.0384152575697991
1211,frozenset({'discharge_disposition_id_Discharged/transferred to SNF'}),frozenset({'readmitted_No'}),0.119,0.6035,0.0668,0.561344537815126,0.930148364233846,-0.005016500000000007,0.9038984674329501
1237,frozenset({'discharge_disposition_id_Discharged/transferred to home with home health service'}),frozenset({'readmitted_No'}),0.116,0.6035,0.0572,0.49310344827586206,0.8170728223295145,-0.012806000000000012,0.7822108843537414
1363,frozenset({'admission_source_id_Emergency Room'}),frozenset({'readmitted_No'}),0.5913,0.6035,0.3381,0.571790969051243,0.9474581094469644,-0.01874955000000006,0.925949644549763
1419,frozenset({'admission_source_id_Physician Referral'}),frozenset({'readmitted_No'}),0.3011,0.6035,0.1867,0.6200597808037197,1.0274395705115487,0.004986149999999995,1.0435852272727273
1430,frozenset({'admission_source_id_Transfer from a hospital'}),frozenset({'readmitted_No'}),0.0396,0.6035,0.0294,0.7424242424242423,1.2301975847957618,0.005501399999999997,1.53935294117647
1445,frozenset({'admission_source_id_Transfer from another health care facility'}),frozenset({'readmitted_No'}),0.0349,0.6035,0.0263,0.7535816618911175,1.2486854380963006,0.005237849999999999,1.6090523255813955
1473,frozenset({'time_in_hospital_1'}),frozenset({'readmitted_No'}),0.141,0.6035,0.0955,0.6773049645390071,1.1222948873885785,0.010406499999999999,1.2287142857142856
1505,frozenset({'time_in_hospital_2'}),frozenset({'readmitted_No'}),0.1712,0.6035,0.1068,0.6238317757009346,1.0336897691813332,0.003480800000000006,1.0540496894409939
1533,frozenset({'time_in_hospital_3'}),frozenset({'readmitted_No'}),0.166,0.6035,0.0994,0.5987951807228915,0.9922041105598864,-0.0007810000000000039,0.9882732732732731
1555,frozenset({'time_in_hospital_4'}),frozenset({'readmitted_No'}),0.1324,0.6035,0.0776,0.5861027190332327,0.9711726910244121,-0.002303399999999997,0.9579671532846717
1575,frozenset({'time_in_hospital_5'}),frozenset({'readmitted_No'}),0.1002,0.6035,0.0615,0.6137724550898204,1.0170214665945656,0.0010292999999999969,1.0265968992248062
1591,frozenset({'time_in_hospital_6'}),frozenset({'readmitted_No'}),0.0762,0.6035,0.0422,0.5538057742782152,0.917656626807316,-0.003786700000000004,0.8886264705882352
1604,frozenset({'time_in_hospital_7'}),frozenset({'readmitted_No'}),0.0603,0.6035,0.0329,0.5456053067993366,0.9040684454007234,-0.0034910500000000025,0.872589416058394
1619,frozenset({'time_in_hospital_8'}),frozenset({'readmitted_No'}),0.0411,0.6035,0.0231,0.5620437956204379,0.9313070349965831,-0.0017038499999999998,0.9053416666666665
